,Disease,Count of Disease Occurrence,Symptom,Diease_Code,Symptom_Code
1654,,,UMLS:C0019079_haemoptysis,UMLS:C0032326,UMLS:C0019079
1655,,,UMLS:C0010200_cough,UMLS:C0032326,UMLS:C0010200
1656,,,UMLS:C0020440_hypercapnia,UMLS:C0032326,UMLS:C0020440
1657,,,UMLS:C0037580_soft tissue swelling,UMLS:C0032326,UMLS:C0037580
1658,,,UMLS:C0242453_prostatism,UMLS:C0032326,UMLS:C0242453
1659,,,UMLS:C0085631_agitation,UMLS:C0032326,UMLS:C0085631
1660,UMLS:C0011206_delirium,68.0,UMLS:C1273573_unsteady gait,UMLS:C0011206,UMLS:C1273573
1661,,,UMLS:C0424092_withdraw,UMLS:C0011206,UMLS:C0424092
1662,,,UMLS:C0020625_hyponatremia,UMLS:C0011206,UMLS:C0020625
1663,,,UMLS:C0558089_verbally abusive behavior,UMLS:C0011206,UMLS:C0558089
1664,,,UMLS:C0424000_feeling suicidal,UMLS:C0011206,UMLS:C0424000
1665,,,UMLS:C0241526_unresponsiveness,UMLS:C0011206,UMLS:C0241526
1666,,,UMLS:C0233481_worry,UMLS:C0011206,UMLS:C0233481
1667,,,UMLS:C0013144_drowsiness^UMLS:C0234450_sleepy,UMLS:C0011206,UMLS:C0013144
1668,,,UMLS:C0233762_hallucinations auditory,UMLS:C0011206,UMLS:C0233762
1669,,,UMLS:C0438696_suicidal,UMLS:C0011206,UMLS:C0438696
1670,,,UMLS:C0015967_fever,UMLS:C0011206,UMLS:C0015967
1671,,,UMLS:C0011991_diarrhea,UMLS:C0011206,UMLS:C0011991
1672,UMLS:C0027947_neutropenia,68.0,UMLS:C1096646_transaminitis,UMLS:C0027947,UMLS:C1096646
1673,,,UMLS:C0038002_splenomegaly,UMLS:C0027947,UMLS:C0038002
1674,,,UMLS:C0028081_night sweat,UMLS:C0027947,UMLS:C0028081
1675,,,UMLS:C0277797_apyrexial,UMLS:C0027947,UMLS:C0277797
1676,,,UMLS:C0221198_lesion,UMLS:C0027947,UMLS:C0221198
1677,,,UMLS:C1260880_snuffle,UMLS:C0027947,UMLS:C1260880
1678,,,UMLS:C0085593_chill,UMLS:C0027947,UMLS:C0085593
1679,,,UMLS:C0010200_cough,UMLS:C0027947,UMLS:C0010200
1680,,,UMLS:C0746619_monoclonal,UMLS:C0027947,UMLS:C0746619
1681,,,UMLS:C0020598_hypocalcemia result,UMLS:C0027947,UMLS:C0020598
1682,,,UMLS:C0028961_oliguria,UMLS:C0027947,UMLS:C0028961
1683,,,UMLS:C0427629_rhd positive,UMLS:C0027947,UMLS:C0427629
1684,,,UMLS:C0476273_distress respiratory,UMLS:C0027947,UMLS:C0476273
1685,UMLS:C0020433_hyperbilirubinemia,68.0,UMLS:C0010520_cyanosis,UMLS:C0020433,UMLS:C0010520
1686,,,UMLS:C0231835_tachypnea,UMLS:C0020433,UMLS:C0231835
1687,,,UMLS:C0233070_para 1,UMLS:C0020433,UMLS:C0233070
1688,,,UMLS:C0428977_bradycardia,UMLS:C0020433,UMLS:C0428977
1689,,,UMLS:C0006157_breech presentation,UMLS:C0020433,UMLS:C0006157
1690,,,UMLS:C0332601_cushingoid facies^UMLS:C0878661_cushingoid habitus,UMLS:C0020433,UMLS:C0332601
1691,,,UMLS:C0010200_cough,UMLS:C0020433,UMLS:C0010200
1692,,,UMLS:C0231528_myalgia,UMLS:C0020433,UMLS:C0231528
1693,UMLS:C0021400_influenza,68.0,UMLS:C0242143_uncoordination,UMLS:C0021400,UMLS:C0242143
1694,,,UMLS:C0015967_fever,UMLS:C0021400,UMLS:C0015967
1695,,,UMLS:C0008033_pleuritic pain,UMLS:C0021400,UMLS:C0008033
1696,,,UMLS:C1260880_snuffle,UMLS:C0021400,UMLS:C1260880
1697,,,UMLS:C0242429_throat sore,UMLS:C0021400,UMLS:C0242429
1698,,,UMLS:C0231218_malaise,UMLS:C0021400,UMLS:C0231218
1699,,,UMLS:C0742985_debilitation,UMLS:C0021400,UMLS:C0742985
1700,,,UMLS:C0436331_symptom aggravating factors,UMLS:C0021400,UMLS:C0436331
1701,,,UMLS:C0085593_chill,UMLS:C0021400,UMLS:C0085593
1702,,,UMLS:C0240962_scleral icterus,UMLS:C0021400,UMLS:C0240962
1703,,,UMLS:C0277873_nasal flaring,UMLS:C0021400,UMLS:C0277873
1704,,,UMLS:C0013428_dysuria,UMLS:C0021400,UMLS:C0013428
1705,,,UMLS:C0542073_lip smacking,UMLS:C0021400,UMLS:C0542073
1706,,,UMLS:C0018681_headache,UMLS:C0021400,UMLS:C0018681
1707,,,UMLS:C0037383_sneeze,UMLS:C0021400,UMLS:C0037383
1708,,,UMLS:C0037384_snore,UMLS:C0021400,UMLS:C0037384
1709,,,UMLS:C0457097_green sputum,UMLS:C0021400,UMLS:C0457097
1710,,,UMLS:C0392680_shortness of breath,UMLS:C0021400,UMLS:C0392680
1711,,,UMLS:C0476273_distress respiratory,UMLS:C0021400,UMLS:C0476273
1712,,,UMLS:C0312422_blackout,UMLS:C0021400,UMLS:C0312422
1713,,,UMLS:C0277794_extreme exhaustion,UMLS:C0021400,UMLS:C0277794
1714,UMLS:C0439857_dependence,67.0,UMLS:C0728899_intoxication,UMLS:C0439857,UMLS:C0728899
1715,,,UMLS:C0040822_tremor,UMLS:C0439857,UMLS:C0040822
1716,,,UMLS:C0085631_agitation,UMLS:C0439857,UMLS:C0085631
1717,,,UMLS:C0438696_suicidal,UMLS:C0439857,UMLS:C0438696
1718,,,UMLS:C0237154_homelessness,UMLS:C0439857,UMLS:C0237154
1719,,,UMLS:C0242453_prostatism,UMLS:C0439857,UMLS:C0242453
1720,,,UMLS:C0023380_lethargy,UMLS:C0439857,UMLS:C0023380
1721,,,UMLS:C0036572_seizure,UMLS:C0439857,UMLS:C0036572
1722,,,UMLS:C0231530_muscle twitch,UMLS:C0439857,UMLS:C0231530
1723,,,UMLS:C0848340_stuffy nose,UMLS:C0439857,UMLS:C0848340
1724,,,UMLS:C0150041_feeling hopeless,UMLS:C0439857,UMLS:C0150041
1725,,,UMLS:C0581911_heavy legs,UMLS:C0439857,UMLS:C0581911
1726,,,UMLS:C0034642_rale,UMLS:C0439857,UMLS:C0034642
1727,UMLS:C0087086_thrombus,67.0,UMLS:C0086439_hypokinesia,UMLS:C0087086,UMLS:C0086439
1728,,,UMLS:C0003123_anorexia,UMLS:C0087086,UMLS:C0003123
1729,,,UMLS:C0235396_hypertonicity,UMLS:C0087086,UMLS:C0235396
1730,,,UMLS:C0392680_shortness of breath,UMLS:C0087086,UMLS:C0392680
1731,,,UMLS:C0239981_hypoalbuminemia,UMLS:C0087086,UMLS:C0239981
1732,,,UMLS:C0033774_pruritus,UMLS:C0087086,UMLS:C0033774
1733,,,UMLS:C0234233_sore to touch,UMLS:C0087086,UMLS:C0234233
1734,,,UMLS:C0578150_hemodynamically stable,UMLS:C0087086,UMLS:C0578150
1735,,,UMLS:C0427055_facial paresis,UMLS:C0087086,UMLS:C0427055
1736,,,UMLS:C0042963_vomiting,UMLS:C0087086,UMLS:C0042963
1737,,,UMLS:C0241252_stool color yellow,UMLS:C0087086,UMLS:C0241252
1738,UMLS:C0008325_cholecystitis,66.0,UMLS:C0859032_moan,UMLS:C0008325,UMLS:C0859032
1739,,,UMLS:C0027497_nausea,UMLS:C0008325,UMLS:C0027497
1740,,,UMLS:C0000737_pain abdominal,UMLS:C0008325,UMLS:C0000737
1741,,,UMLS:C0277977_Murphy's sign,UMLS:C0008325,UMLS:C0277977
1742,,,UMLS:C0016204_flatulence,UMLS:C0008325,UMLS:C0016204
1743,,,UMLS:C0232488_colic abdominal,UMLS:C0008325,UMLS:C0232488
1744,,,UMLS:C0030193_pain,UMLS:C0008325,UMLS:C0030193
1745,,,UMLS:C0003962_ascites,UMLS:C0008325,UMLS:C0003962
1746,,,UMLS:C0011991_diarrhea,UMLS:C0008325,UMLS:C0011991
1747,,,UMLS:C0151878_qt interval prolonged,UMLS:C0008325,UMLS:C0151878
1748,,,UMLS:C0425560_cardiovascular finding^UMLS:C1320716_cardiovascular event,UMLS:C0008325,UMLS:C0425560
1749,,,UMLS:C0541992_groggy,UMLS:C0008325,UMLS:C0541992
1750,,,UMLS:C0232201_sinus rhythm,UMLS:C0008325,UMLS:C0232201
1751,,,UMLS:C0425449_gasping for breath,UMLS:C0008325,UMLS:C0425449
1752,,,UMLS:C0009806_constipation,UMLS:C0008325,UMLS:C0009806
1753,,,UMLS:C0474505_feces in rectum,UMLS:C0008325,UMLS:C0474505
1754,,,UMLS:C0702118_abnormally hard consistency,UMLS:C0008325,UMLS:C0702118
1755,UMLS:C0019291_hernia hiatal,61.0,UMLS:C0000737_pain abdominal,UMLS:C0019291,UMLS:C0000737
1756,,,UMLS:C0231230_fatigability,UMLS:C0019291,UMLS:C0231230
1757,,,UMLS:C0240805_prodrome,UMLS:C0019291,UMLS:C0240805
1758,,,UMLS:C0042963_vomiting,UMLS:C0019291,UMLS:C0042963
1759,,,UMLS:C0027497_nausea,UMLS:C0019291,UMLS:C0027497
1760,,,UMLS:C0231528_myalgia,UMLS:C0019291,UMLS:C0231528
1761,,,UMLS:C0020625_hyponatremia,UMLS:C0019291,UMLS:C0020625
1762,,,UMLS:C0234233_sore to touch,UMLS:C0019291,UMLS:C0234233
1763,,,UMLS:C0858924_general discomfort,UMLS:C0019291,UMLS:C0858924
1764,,,UMLS:C0231807_dyspnea on exertion,UMLS:C0019291,UMLS:C0231807
1765,,,UMLS:C0232766_asterixis,UMLS:C0019291,UMLS:C0232766
1766,,,UMLS:C0744492_guaiac positive,UMLS:C0019291,UMLS:C0744492
1767,,,UMLS:C0239832_numbness of hand,UMLS:C0019291,UMLS:C0239832
1768,,,UMLS:C0018681_headache,UMLS:C0019291,UMLS:C0018681
1769,,,UMLS:C0085636_photophobia,UMLS:C0019291,UMLS:C0085636
1770,UMLS:C0149931_migraine disorders,61.0,UMLS:C0002416_ambidexterity,UMLS:C0149931,UMLS:C0002416
1771,,,UMLS:C0042963_vomiting,UMLS:C0149931,UMLS:C0042963
1772,,,UMLS:C0012833_dizziness,UMLS:C0149931,UMLS:C0012833
1773,,,UMLS:C0028643_numbness,UMLS:C0149931,UMLS:C0028643
1774,,,UMLS:C0027497_nausea,UMLS:C0149931,UMLS:C0027497
1775,,,UMLS:C0015967_fever,UMLS:C0149931,UMLS:C0015967
1776,,,UMLS:C0038002_splenomegaly,UMLS:C0149931,UMLS:C0038002
1777,UMLS:C0030312_pancytopenia,61.0,UMLS:C0020639_hypoproteinemia,UMLS:C0030312,UMLS:C0020639
1778,,,UMLS:C0015672_fatigue,UMLS:C0030312,UMLS:C0015672
1779,,,UMLS:C0019080_haemorrhage,UMLS:C0030312,UMLS:C0019080
1780,,,UMLS:C0231230_fatigability,UMLS:C0030312,UMLS:C0231230
1781,,,UMLS:C0332601_cushingoid facies^UMLS:C0878661_cushingoid habitus,UMLS:C0030312,UMLS:C0332601
1782,,,UMLS:C0241252_stool color yellow,UMLS:C0030312,UMLS:C0241252
1783,,,UMLS:C0232488_colic abdominal,UMLS:C0030312,UMLS:C0232488
1784,UMLS:C0008350_cholelithiasis^UMLS:C0242216_biliary calculus,61.0,UMLS:C0042963_vomiting,UMLS:C0008350,UMLS:C0042963
1785,,,UMLS:C0027497_nausea,UMLS:C0008350,UMLS:C0027497
1786,,,UMLS:C0000737_pain abdominal,UMLS:C0008350,UMLS:C0000737
1787,,,UMLS:C0030193_pain,UMLS:C0008350,UMLS:C0030193
1788,,,UMLS:C0332601_cushingoid facies^UMLS:C0878661_cushingoid habitus,UMLS:C0008350,UMLS:C0332601
1789,,,UMLS:C0003962_ascites,UMLS:C0008350,UMLS:C0003962
1790,,,UMLS:C0205400_thicken,UMLS:C0008350,UMLS:C0205400
1791,,,UMLS:C0234233_sore to touch,UMLS:C0008350,UMLS:C0234233
1792,,,UMLS:C0011991_diarrhea,UMLS:C0008350,UMLS:C0011991
1793,,,UMLS:C0277797_apyrexial,UMLS:C0008350,UMLS:C0277797
1794,,,UMLS:C0030252_palpitation,UMLS:C0008350,UMLS:C0030252
1795,UMLS:C0039239_tachycardia sinus,56.0,UMLS:C0238705_left atrial hypertrophy,UMLS:C0039239,UMLS:C0238705
1796,,,UMLS:C0038990_sweat^UMLS:C0700590_sweating increased,UMLS:C0039239,UMLS:C0038990
1797,,,UMLS:C0556346_alcohol binge episode,UMLS:C0039239,UMLS:C0556346
1798,,,UMLS:C0438716_pressure chest,UMLS:C0039239,UMLS:C0438716
1799,,,UMLS:C0241158_scar tissue,UMLS:C0039239,UMLS:C0241158
1800,,,UMLS:C0425560_cardiovascular finding^UMLS:C1320716_cardiovascular event,UMLS:C0039239,UMLS:C0425560
1801,,,UMLS:C0149746_orthostasis,UMLS:C0039239,UMLS:C0149746
1802,,,UMLS:C0392680_shortness of breath,UMLS:C0039239,UMLS:C0392680
1803,,,UMLS:C0520888_t wave inverted,UMLS:C0039239,UMLS:C0520888
1804,,,UMLS:C0042963_vomiting,UMLS:C0039239,UMLS:C0042963
1805,,,UMLS:C0000737_pain abdominal,UMLS:C0039239,UMLS:C0000737
1806,UMLS:C1258215_ileus,56.0,UMLS:C0549483_abscess bacterial,UMLS:C1258215,UMLS:C0549483
1807,,,UMLS:C0000727_abdomen acute,UMLS:C1258215,UMLS:C0000727
1808,,,UMLS:C0740844_air fluid level,UMLS:C1258215,UMLS:C0740844
1809,,,UMLS:C0425491_catching breath,UMLS:C1258215,UMLS:C0425491
1810,,,UMLS:C0232498_abdominal tenderness,UMLS:C1258215,UMLS:C0232498
1811,,,UMLS:C0027497_nausea,UMLS:C1258215,UMLS:C0027497
1812,,,UMLS:C0234233_sore to touch,UMLS:C1258215,UMLS:C0234233
1813,,,UMLS:C0016204_flatulence,UMLS:C1258215,UMLS:C0016204
1814,,,UMLS:C0011991_diarrhea,UMLS:C1258215,UMLS:C0011991
1815,,,UMLS:C0577559_mass of body structure,UMLS:C1258215,UMLS:C0577559
1816,,,UMLS:C0277797_apyrexial,UMLS:C1258215,UMLS:C0277797
1817,,,UMLS:C0009806_constipation,UMLS:C1258215,UMLS:C0009806
1818,,,UMLS:C0205400_thicken,UMLS:C1258215,UMLS:C0205400
1819,,,UMLS:C0232995_gravida 0,UMLS:C1258215,UMLS:C0232995
1820,,,UMLS:C0000737_pain abdominal,UMLS:C1258215,UMLS:C0000737
1821,UMLS:C0001511_adhesion,57.0,UMLS:C0016204_flatulence,UMLS:C0001511,UMLS:C0016204
1822,,,UMLS:C0030193_pain,UMLS:C0001511,UMLS:C0030193
1823,,,UMLS:C0456091_large-for-dates fetus,UMLS:C0001511,UMLS:C0456091
1824,,,UMLS:C0233070_para 1,UMLS:C0001511,UMLS:C0233070
1825,,,UMLS:C0042963_vomiting,UMLS:C0001511,UMLS:C0042963
1826,,,UMLS:C0034079_lung nodule,UMLS:C0001511,UMLS:C0034079
1827,,,UMLS:C0006157_breech presentation,UMLS:C0001511,UMLS:C0006157
1828,,,UMLS:C0392680_shortness of breath,UMLS:C0001511,UMLS:C0392680
1829,,,UMLS:C0043096_decreased body weight,UMLS:C0001511,UMLS:C0043096
1830,,,UMLS:C0231441_immobile,UMLS:C0001511,UMLS:C0231441
1831,,,UMLS:C1273573_unsteady gait,UMLS:C0001511,UMLS:C1273573
1832,,,UMLS:C0233763_hallucinations visual,UMLS:C0001511,UMLS:C0233763
1833,,,UMLS:C0424000_feeling suicidal,UMLS:C0001511,UMLS:C0424000
1834,UMLS:C0011253_delusion,56.0,UMLS:C0240233_loose associations,UMLS:C0011253,UMLS:C0240233
1835,,,UMLS:C0392701_giddy mood,UMLS:C0011253,UMLS:C0392701
1836,,,UMLS:C0150041_feeling hopeless,UMLS:C0011253,UMLS:C0150041
1837,,,UMLS:C0085631_agitation,UMLS:C0011253,UMLS:C0085631
1838,,,UMLS:C0233762_hallucinations auditory,UMLS:C0011253,UMLS:C0233762
1839,,,UMLS:C0022107_irritable mood,UMLS:C0011253,UMLS:C0022107
1840,,,UMLS:C0917801_sleeplessness,UMLS:C0011253,UMLS:C0917801
1841,,,UMLS:C0233647_neologism,UMLS:C0011253,UMLS:C0233647
1842,,,UMLS:C0455204_homicidal thoughts,UMLS:C0011253,UMLS:C0455204
1843,,,UMLS:C0578859_disturbed family,UMLS:C0011253,UMLS:C0578859
1844,,,UMLS:C0233481_worry,UMLS:C0011253,UMLS:C0233481
1845,,,UMLS:C0231187_decompensation,UMLS:C0011253,UMLS:C0231187
1846,,,UMLS:C0558089_verbally abusive behavior,UMLS:C0011253,UMLS:C0558089
1847,,,UMLS:C0007398_catatonia,UMLS:C0011253,UMLS:C0007398
1848,,,UMLS:C0438696_suicidal,UMLS:C0011253,UMLS:C0438696
1849,,,UMLS:C0558261_terrify,UMLS:C0011253,UMLS:C0558261
1850,,,UMLS:C0312422_blackout,UMLS:C0011253,UMLS:C0312422
1851,,,UMLS:C0424109_weepiness,UMLS:C0011253,UMLS:C0424109
1852,,,UMLS:C0338656_impaired cognition,UMLS:C0011253,UMLS:C0338656
1853,,,UMLS:C0022107_irritable mood,UMLS:C0011253,UMLS:C0022107
1854,,,UMLS:C0085631_agitation,UMLS:C0011253,UMLS:C0085631
1855,UMLS:C0233472_affect labile,45.0,UMLS:C0277794_extreme exhaustion,UMLS:C0233472,UMLS:C0277794
1856,,,UMLS:C0917801_sleeplessness,UMLS:C0233472,UMLS:C0917801
1857,,,UMLS:C0014394_enuresis,UMLS:C0233472,UMLS:C0014394
1858,,,UMLS:C0376405_patient non compliance,UMLS:C0233472,UMLS:C0376405
1859,,,UMLS:C0150041_feeling hopeless,UMLS:C0233472,UMLS:C0150041
1860,,,UMLS:C0233763_hallucinations visual,UMLS:C0233472,UMLS:C0233763
1861,,,UMLS:C0425251_bedridden^UMLS:C0741453_bedridden,UMLS:C0233472,UMLS:C0425251
1862,,,UMLS:C0242453_prostatism,UMLS:C0233472,UMLS:C0242453
1863,UMLS:C0011127_decubitus ulcer,42.0,UMLS:C0232257_systolic murmur,UMLS:C0011127,UMLS:C0232257
1864,,,UMLS:C0871754_frail,UMLS:C0011127,UMLS:C0871754
1865,,,UMLS:C0015967_fever,UMLS:C0011127,UMLS:C0015967
1866,,,,UMLS:C0011127,
